CONAME,GVKEY
MFN FINANCIAL CORP,15317
NORTHBAY FINANCIAL CORP,15318
REPSOL YPF SA  -ADR,15319
LEGEND PROPERTIES INC,15320
ENDESA SA  -ADR,15321
P & C FOOD MARKETS,15323
JOURNEYS END RESORTS INC,15324
GOAL SYSTEMS INTL INC,15325
ANTHONY (C.R.) CO  -OLD,15326
BONSO ELECTRONIC INTL INC,15327
TSI CORP,15328
CONQUEST INDUSTRIES INC,15329
CAPITOL STREET CP,15330
BTU INTERNATIONAL INC,15331
REGIONAL AIR GROUP CORP,15332
EUROAMERICAN GROUP INC,15333
AKZO NOBEL NV  -ADR,15334
LEGENDS CO OF CHICAGO  -CL A,15335
DANIELS & ASSOCIATES INC,15336
EMMIS COMMUNICTNS CP  -CL A,15337
INTERNATIONAL PRECIOUS METLS,15338
KANE INDUSTRIES INC,15339
KETTLE RESTAURANTS,15340
OUTLET BROADCASTING INC,15341
QUEEN CITY BROADCASTING INC,15342
MUELLER INDUSTRIES,15343
BURNHAM BROADCASTING CO  -LP,15344
AVON RENT-A-CAR & TRUCK CORP,15345
LOEHMANN'S HOLDINGS INC,15346
PRESSTEK INC,15347
CAPITAL HSG&MTG PRTNRS INC,15348
ADT LTD,15349
BP PRUDHOE BAY ROYALTY TRUST,15350
PURETEC CORP,15351
SEMI-TECH CORP  -CL A,15352
BYTEX CORP,15353
ENTERASYS NETWORKS INC,15354
NORTANKERS INC,15355
LEAK-X ENVIRONMENTAL,15358
ABATIX CORP,15359
HOUSE2HOME INC,15360
PACIFIC WESTERN BANCSHRS,15361
WESTPAC BANKING CORP  -ADR,15362
TCF FINANCIAL CORP,15363
ARGONAUT GROUP INC,15364
ACM GVT OPPORTUNITY FD,15365
ACM MANAGED INCOME FUND,15366
MORGAN STANLY MUNI INCME OPP,15367
MORGAN STANLY MUNI PREM INCM,15368
AMERICAN GVT INCOME PORTFOL,15369
AMERICAN GVT TERM TR,15370
BLACKROCK TARGET TERM TRUST,15371
COLONIAL HIGH INCOME MUNI,15372
COLONIAL INTERM HI INCOME,15373
COLONIAL INV GRADE MUNI,15374
FRANKLIN PRINCIPAL MATURITY,15376
FRANKLIN UNIVERSAL TRUST,15377
MORGAN STNLY HGH INC ADV III,15378
INDIA GROWTH FUND INC,15379
DWS MULTI-MARKET INCOME TR,15380
DWS STRATEGIC MUNI INCM TR,15381
MC SHIPPING,15383
MASSMUTUAL PARTN INVS,15384
WESTERN ASST MUNI HI INCM FD,15385
BLACKROCK MUNIENHANCED FUND,15386
OPPENHEIMER WORLD BOND FD,15387
HANCOCK J PATRIOT PREM DIV,15388
PROSPECT STREET HI INCOME,15389
PUTNAM HI YIELD MUNI,15390
PUTNAM MANAGED MUNI INCOME,15391
AMERICAN INCOME FUND INC,15392
TAIWAN GREATER CHINA FUND,15393
TEMPLETON VALUE FUND,15394
TEMPLETON GLOBAL GVTS,15395
VAN KAMPEN HIGH INCOME TR,15397
VAN KAMPEN HIGH INCOME TR II,15398
NEUROMEDICAL TECHNLOGIES INC,15400
ATS MONEY SYSTEMS INC,15402
AMERICAN FINANCIAL CORP,15403
NETTIME SOLUTIONS INC,15404
RYAN BECK & CO INC,15405
BENETTON GROUP SPA  -ADR,15406
DE BEERS CONS MINES  -ADR,15408
PLANGRAPHICS INC,15409
XSTREAM MOBILE SOLUTIONS CP,15410
EVISION INTERNATIONAL INC,15411
TREND VISION TECHNOLOGIES,15412
RAWSON KOENIG INC,15413
TECHNE CORP,15414
COOKER RESTAURANT/OH,15415
INTL ABSORBENTS INC,15416
BROWN & BROWN INC,15417
TENET INFORMATION SVCS INC,15418
TRI COAST ENVIRON,15419
EAGLE FOOD CENTERS INC,15424
FLS HOLDINGS INC,15425
MORTON INTERNATIONAL INC,15426
BIO ELECTRO SYSTEMS  -CL A,15427
DYNA GROUP INTERNATIONAL INC,15428
INTL BROADCAST SYSTEMS -CL A,15429
SEREX INTERNATIONAL INC,15430
GOLDEX MINES LTD,15431
OPTICAL SECURITY GROUP,15432
ABCO MARKETS INC,15433
AEGIS INDUSTRIES INC,15434
RANDOM ACCESS INC,15435
QUICKSILVER ENTRP,15437
CHEMDESIGN CORP,15439
ENCLEAN INC,15440
VISX INC,15441
POWERBRIEF INC,15442
SEVENSON ENVIRON SVCS,15443
CRH PLC  -ADR,15444
EMISPHERE TECHNOLOGIES INC,15446
PSI ENERGY INC,15448
EQUITY AU INC,15449
GROWTH DEVELOPMENT CORP,15450
ADVANCED GRAVIS COMPUTER TEC,15451
ZAB RESOURCES INC,15453
CONDOR SERVICES INC,15454
BW/IP INC  -CL A,15455
ABF FREIGHT SYSTEM INC,15456
ARVIDA JMB PARTNERS  -LP,15457
DUTY FREE INTERNATIONAL INC,15458
TREDEGAR CORP,15459
AIM STRATEGIC INCOME FUND,15461
MORGAN STANLY MNI INC OPP II,15462
MORGAN STANLY HGH INC ADV II,15463
NUVEEN PERFORM PLUS MUNI,15464
HEALTHCARE TECHNOLOGIES LTD,15465
HELIONETICS,15466
QSOUND LABS INC,15467
STEELHEAD RESOURCES,15468
DIGITAL COMMUNICATIONS TECH,15469
SUNRISE TECHNOLOGY INTL INC,15470
UNITOG COMPANY,15471
PEOPLES TELEPHONE CO INC,15472
LEP GROUP PLC  -ADR,15473
SYNERGX SYSTEMS INC,15474
POWER SPECTRA INC,15475
WESTAMERICA CORP,15476
POOL ENERGY SERVICES CO,15487
USA BIOMASS CORP,15490
CONSILIUM INC,15494
TEKNOWLEDGE CORP,15495
BROOKE PARTNERS  -LP,15500
OFFICIAL INFORMATION CO,15503
ABN AMRO HOLDING NV  -ADR,15504
ALLIED IRISH BANKS  -ADR,15505
ANGLO AMERICAN PLC  -ADR,15508
HSBC HOLDINGS PLC  -ADR,15509
ANGLO AMER GOLD INVEST  -ADR,15510
SIGNET GROUP PLC  -ADR,15520
STAPLES INC,15521
CENTURION GOLD LTD,15524
BNP PARIBAS SA  -ADR,15532
ABER DIAMOND CORP,15533
BAYERISCHE HYPO-UND VER -ADR,15537
DANSKE BANK AS  -ADR,15552
DEUTSCHE BANK AG,15576
DRESDNER BANK AG  -ADR,15577
AEGON NV,15598
NOMURA HOLDINGS INC  -ADR,15613
ING GROEP NV  -ADR,15617
BANK TOKYO-MITSUBISHI  -ADR,15627
ROYAL BANK OF SCOTLAND  -ADR,15634
SEDGWICK GROUP PLC  -ADR,15639
MILLEA HOLDINGS INC  -ADR,15659
ROYAL & SUN ALLIANCE INSRNC,15664
ORIX CORP  -ADR,15668
UBS AG-OLD,15672
UNITED OVERSEAS BANK  -ADR,15679
THOMSON CORP,15704
SAFETECH INDUSTRIES INC,15707
ALLERGAN INC,15708
PLUM CREEK TIMBER CO INC,15709
SMITHS FOOD & DRUG  -CL B,15710
WEIRTON STEEL CORP,15711
PLM EQUIPMENT GROWTH FD  -LP,15712
PLM EQUIP GROWTH FD V  -LP,15713
PLM EQUIP GROWTH FD II  -LP,15714
ALLIANZ SE  -ADR,15724
DBS GROUP HOLDINGS LTD  -ADR,15743
DYNEER CORP  -CL A,15751
DRAXIS HEALTH INC,15752
4-D NEUROIMAGING,15758
GRACE ENERGY CORP,15759
OGDEN PROJECTS INC,15760
SMITH CORONA CORP,15761
VIVRA INC,15763
PRUDENTIAL PLC  -ADR,15782
SOCIETE GENERALE GROUP -ADR,15784
SPORTS-TECH INTERNATIONAL,15792
STANDARD OIL & EXPL/DE,15793
ALLION HEALTHCARE INC,15798
DOCUCON INC,15799
DIAMONDHEAD CASINO CORP,15800
SKYTEL COMMUNICATIONS INC,15802
QLT INC,15803
NEW HORIZONS WORLDWIDE INC,15822
INTL CMOS TECHNOLOGY INC,15823
C2 GLOBAL TECHNOLOGIES INC,15824
WILDEY INC,15825
ALLOU HEALTHCARE INC,15848
AMERICONNECT INC,15849
BIO-MONITOR INC,15850
CHEMPOWER INC,15851
MEDICAL INNOVATIONS INC,15852
HUDSON HOTELS CP,15853
REXHALL INDUSTRIES INC,15854
SYMANTEC CORP,15855
UNITY HEALTHCARE HLDG CO,15856
XSIRIUS SUPERCONDUCT  -CL A,15857
ADVANTAGE LIFE PRODUCTS,15858
CONSULIER ENGINEERING INC,15859
NEW RETAIL CONCEPTS,15860
AUSTRALIA & NW ZLND BK  -ADR,15889
LLOYDS TSB GROUP PLC  -ADR,15929
COMPTRONIX CORP,15944
SONOMA RESOURCE CP-OLD,16017
21ST CENTURY FILM CORP,16157
BIOPORE INC,16158
KELLER INDUSTRIES LTD,16159
SCINTILORE EXPLORATIONS LTD,16160
TOTAL ENERGOLD CORP,16161
NIX O TINE PHARMACEUTICALS,16162
TECHNIGEN CORP  -CL A,16163
EKSPORTFINANS ASA,16187
COGNEX CORP,16188
ANCHOR BANCORP INC/NY,16224
CSF HOLDINGS INC,16226
COMMERCIAL FEDERAL CORP,16227
FORTUNE BANCORP,16229
FARM & HOME SAVINGS ASSN,16231
GREAT LAKES BANCORP,16232
GREATER NEW YORK SAVINGS,16233
RCSB FINANCIAL INC,16238
ST PAUL BANCORP INC,16239
SOCIETY FOR SAVINGS BANCORP,16240
SFFED CORP,16241
WASHINGTON MUTUAL INC,16243
PEOPLE'S UNITED FINL INC,16245
AMERICAN CREDIT OPTICAL/DE,16270
GLOBAL A INC,16273
WESTCOTT COMMUNICATIONS,16280
HARBOURTON FINANCIAL CORP,16284
ABSA GROUP LTD  -ADR,16305
AM-CH INC,16394
BALI JEWELRY LTD,16395
CIRRUS LOGIC INC,16401
NATIONAL HERITAGE INDUSTRIES,16402
STOLT-NIELSEN SA  -ADR,16403
TELTRONICS INC,16405
GALVEST INC,16406
MENTORTECH INC,16407
LINTER TEXTILES CORP LTD,16408
VANSTAR CORP,16417
BRITE VOICE SYSTEMS INC,16419
CENTRAL NEWSPAPERS  -CL A,16420
BROOKFIELD PROPERTIES CORP,16423
DREAMCAR HOLDINGS INC,16427
FAIRFAX FINANCIAL HOLDINGS,16428
CABLE & WIRELESS PLC  -ADR,16436
BEI MEDICAL SYSTEMS CO INC,16437
CREATIVE GAMING INC,16438
GZA GEOENVIRONMENTAL TECH IN,16439
CCAIR INC,16440
ELECTR CLEARING HOUSE,16441
PUTNAM HIGH YIELD TRUST,16445
NEW IMAGE INDUSTRIES,16452
NEOGEN CORP,16453
LECHTERS INC,16454
ENERCAP CORP,16455
HANGER ORTHOPEDIC GRP,16456
HOMESTEAD MINERALS CORP,16457
SPINNAKER SOFTWARE CORP,16458
IMAGE BANK INC,16460
INSIGHT ENTERTAINMENT CORP,16462
S & A RESTAURANT CORP,16463
AVALON MARKETING INC  -CL A,16464
ARMISTICE RESOURCES CORP,16466
BIZMART INC,16467
MERCHANT CAPITAL GROUP INC,16468
MEDICAL MANAGER CORP,16469
JANEX INTERNATIONAL INC,16470
PETROMET RESOURCES LTD,16471
PREMCOR REFINING GROUP INC,16473
GIDDINGS & LEWIS INC/WI,16475
LEVI STRAUSS & CO,16476
LEAR CORP,16477
EOG RESOURCES INC,16478
KANEB PIPELINE PARTNRS  -LP,16479
CORTEX PHARMACEUTICALS INC,16480
FRENCHTEX INC,16481
STRINGS LTD,16482
DYNAMIC OIL & GAS INC,16483
NUVEEN CAL MUNI VAL FD,16484
WALL STREET FINANCIAL CORP,16487
ZILA INCORPORATED,16488
DIAMOND ENTERTAINMENT CORP,16490
TIDE WEST OIL CO,16491
PENSKE TRUCK LEASING CO  -LP,16492
MORGAN STANDW MNI INC TR III,16496
AMERICAN OPPORTUNITY INCM FD,16503
BLACKROCK APEX MUNICIPAL FD,16504
AUSTRIA FUND INC,16516
ZIX CORP,16531
CHICAGO & NO WESTN TRANS CO,16541
DIRECT CONNECT INTL INC,16545
FIRST BKG CO SOUTHEAST GA,16550
FIRST PHILIPPINE FUND INC,16551
GRAND VALLEY GAS CO,16553
OPTICON MEDICAL INC,16557
PHOENIX NETWORK INC,16558
SECURITY ENVIRONMENTAL SYS,16559
ALUMINA LTD  -ADR,16560
BHC COMMUNICATIONS  -CL A,16563
GRANADA BIOSCIENCES INC,16566
GRANADA FOODS CORP,16567
CHILE FUND INC,16571
COLONIAL INTERMKT INCOME TR,16572
CENTURA BANKS INC,16573
EL PASO REFINERY  -LP,16575
FRANKLIN MULTI-INCOME TR,16576
HYPERION TOTAL RETURN FD INC,16578
MFS CHARTER INCOME TR,16579
PROGRESSIVE RETURN FUND INC,16581
POTASH CORP SASK INC,16582
PUTNAM DIVIDEND INCOME FUND,16584
PUTNAM INVT GRADE MUN TR,16585
HONGKONG ELECTRIC HLDGS -ADR,16590
LATTICE SEMICONDUCTOR CORP,16597
MATTHEWS STUDIO EQUIP GROUP,16600
MID-COAST BANCORP INC,16601
NESTLE SA  -ADR,16603
ABINGTON BANCORP INC,16605
ACCEL INTL CORP,16609
UNITED SATELLITE AMER INC,16619
VALLEY FORGE SCIENTIFIC CORP,16620
CALIFORNIA BANCSHARES INC,16628
ALFA CORP,16629
ALLCITY INSURANCE CO,16630
ALLIED BANKSHARES INC/GA,16632
ALLIED CAPITAL CORP -OLD,16633
ALLIED CAPITAL CORP II,16634
ALLIED GROUP INC,16635
AMERIANA BANCORP,16637
AMERIBANC INVESTORS GROUP,16638
AMERICA FST PART PFD EQUITY,16640
AMERICA FIRST TAX EX IVS -LP,16641
AMERICA FIRST APT INVESTORS,16642
AMCORE FINANCIAL INC,16643
AMER 1ST FINL FD 1987 LTD PT,16644
AMERICAN BANKERS INS GROUP,16645
FLORIDABANK FEDERAL SVGS BK,16646
AMERICAN INDTY FINL CORP,16647
RTI INTL METALS INC,16650
ARI HOLDINGS INC,16658
REPUBLIC BANK/CA,16659
AMERICAN TRAVELLERS CORP,16661
CBC BANCORP INC,16662
AMVESTORS FINANCIAL CORP,16663
ANDOVER BANCORP INC/DE,16664
APPLEBEES INTL INC,16665
ARROW FINANCIAL CORP,16668
ATLANFED BANCORP INC,16670
ATLANTIC AMERICAN CORP,16671
BFS BANKORP INC,16672
BMR FINANCIAL GROUP INC,16673
BSB BANCORP,16674
PROMISTAR FINANCIAL CORP,16675
B M J FINANCIAL CORP,16676
BNH BANCSHARES INC,16677
BANCORP NEW JERSEY INC,16678
BANK OF GRANITE CORPORATION,16679
BANK NEW HAMPSHIRE CORP,16680
BANKATLANTIC BANCORP  -CL A,16681
BANKERS FIRST CORP,16682
BANKNORTH GROUP INC-OLD,16683
BANKUNITED FINANCIAL CORP,16684
BANKWORCESTER CORP,16685
BAY VIEW CAPITAL CORP,16686
NORTHEAST BANCORP/ME,16689
BOSTON BANCORP,16690
BOSTON FIVE BANCORP INC,16691
BRAINTREE SAVINGS BANK,16692
BRANFORD SVGS BK/CT,16693
BROAD NATIONAL BANCORP,16694
BRYN MAWR BANK CORP,16698
CENTRAL PACIFIC FINANCIAL CP,16705
C N L FINANCIAL CORP,16706
DEERBANK CORP,16708
DIGI INTERNATIONAL INC,16710
DIME FINANCIAL CORP/CT,16711
DONEGAL GROUP INC,16714
EMC INSURANCE GROUP INC,16716
EAGLE BANCORP INC,16717
EAGLE BANCSHARES INC,16718
ELECTRONIC ARTS INC,16721
ELMWOOD BANCORP INC,16723
FIDELITY FED BANCORP,16727
EVERGREEN BANCORP INC/DE,16728
MIDGARDXXI INC,16729
QUINCY SVGS BK MASS,16730
F & M NATIONAL CORP,16733
F F O FINANCIAL GROUP INC,16734
CAPITOL TRANSAMERICA CORP,16736
IROQUOIS BANCORP INC,16739
CENTENNIAL SVGS BK F S B,16740
CENTER FINANCIAL CORP,16741
CENTRAL & SOUTHN HLDG CO GA,16742
CENTRAL HOLDING CO,16744
CENTRAL PA FINANCIAL CORP,16746
CERES GROUP INC,16747
CENTURY BANCORP INC/MA,16748
CHANDLER INSURANCE LTD,16750
CHARTER ONE FINANCIAL INC,16751
FMS FINANCIAL CORP,16752
FNB ROCHESTER CORP,16754
FAIRFIELD FST BK & TR CO/CT,16756
FAMILY BANCORP,16757
FEDERAL SVGS BK NEW BRITN CT,16758
FIDELITY FINL BANKSHARES CP,16759
CHARTER FSB BANCORP INC,16761
FIDELITY BANCORP INC/PA,16763
FINANCIAL TRUST CORP,16764
CHARTER FED SVGS BK BRISTOL,16765
CFX CORP,16766
FIRST AMARILLO BANCORP TEX,16767
CHITTENDEN CORP,16769
CIRCLE INCOME SHS INC,16771
CITIZENS INC,16775
FIRST BANCORP/NC,16777
FIRST CHARTER CORP,16778
ITHACA BANCORP INC,16779
CITY HOLDING COMPANY,16781
CITY INVESTING CO LIQ TR,16782
COHASSETT SAVINGS BANK/MA,16783
COMMERCE BANCORP INC/NJ,16784
CENTRAL BANCORP INC/MA,16785
COMMERCEBANCORP,16786
COMMERCIAL BANCORPORATION CO,16787
COMMUNITY BANK SYSTEM INC,16790
COMMUNITY BANKS INC,16791
COMMUNITY BANKSHARES INC/NH,16792
GATX CAPITAL CORP,16793
COMMUNITY NATIONAL BANCORP,16794
NEXTHEALTH INC,16795
LAFAYETTE AMERN BANK & TRUST,16796
CONSUMERS FINANCIAL CORP,16797
CONTINENTAL SVGS AMER A SLA,16799
CORNERSTONE FINANCIAL CORP,16800
TRISTATE BANCORP,16801
COTTON STATES LIFE INSURANCE,16802
CRAY COMPUTER CORP,16804
CRESTMONT FINANCIAL CORP,16805
CUMBERLAND FEDERAL BANCORP,16806
D & N FINANCIAL CORP,16807
D S BANCOR INC,16808
FIRST CITIZENS FINANCIAL CP,16809
FIRST CITY BANCORP INC/TN,16810
FIRST COLONIAL BANKSHARES CP,16811
ARISTOTLE CORP,16813
FIRST COML BANCORP INC,16815
FIRST SVGS BK FSB SC GRN,16818
FIRST BANCORP P R,16821
FIRST FSLA EAST HARTFORD CT,16822
FIRST FINANCIAL SERVICE CORP,16824
F & C BANCSHARES INC,16825
FIRST FEDERAL CAPITAL CORP,16827
FIRST ESSEX BANCORP INC,16828
PINNACLE BANCSHARES,16829
GLACIER BANCORP INC,16832
FIRST FINL BANCORP INC/FL,16833
FST FID BANCORP FAIRMONT WV,16834
FIRST FINANCIAL CORP/WI,16835
FIRST FINANCIAL HOLDINGS INC,16836
CHESTER VY BANCORP INC,16837
FIRST FRANKLIN CORP,16838
FIRST GEORGIA HOLDINGS,16839
GOLDENBANKS COLORADO INC,16840
FIRST HARRISBURG BANCOR INC,16841
FIRST HOME BANCORP INC/NJ,16842
FIRST INDIANA CORP,16843
FIRST LIBERTY FINANCIAL CORP,16844
FIRST MERCHANTS CORP,16845
FIRST MICHIGAN BANK CORP,16846
FIRST MUTUAL BANCSHARES INC,16847
FIRST NATL BANK CORP/DE,16849
FIRST NORTHERN CAPITAL CORP,16852
FST OAK BROOK BANCSHR  -CL A,16853
ACCESS ANYTIME BANCORP INC,16855
SECURITY CAPITAL BANCORP,16858
FIRST STATE FINANCIAL SVCS,16859
FIRST UTD BANCSHARES INC/AR,16860
FIRST WESTN BANCORP INC,16861
FIRST WESTERN FINANCIAL CORP,16862
FIRSTBANK ILL CO,16864
SIGNAL CORP,16865
REX PT HOLDINGS INC,16867
FLORIDA FIRST BANCORP,16871
FOOTHILL INDPT BANCORP,16872
METROWEST BANK/MA,16873
FRANKFORD CORP,16874
FRANKLIN BANCORP INC/MI,16877
FREMONT GENERAL CORP,16878
HOMETOWN BANCORPORATION INC,16883
HORIZON FINANCIAL CORP/WA,16885
IMPERIAL BANCORP,16887
INDEPENDENCE FED SVGS BK,16888
INDEPENDENT BANK CORP/MA,16889
INDEPENDENT BANK CORP/MI,16890
INDIANA FEDERAL CORP,16891
INTERCARGO CORP,16895
INTERCHANGE FINL SVCS CP/NJ,16896
INTERNATIONAL HLDG CAP CORP,16897
LSB CORP,16898
INVESTORS BK CORP MINNETONKA,16900
HOMELAND BANKSHARES CORP,16901
JEFFERSON BK PHILADELPHIA PA,16903
JOHNSTOWN SVGS BANK FSB/PA,16905
KENTUCKY MED INS CO  -CL A,16907
KEYSTONE HERITAGE GROUP INC,16908
LSB BANCSHARES INC/NC,16910
LAKESHORE BANCORP INC/IL,16911
LAKELAND FIRST FINL GRP INC,16913
LEXINGTON SAVINGS BANK/MA,16916
LINCOLN SVGS BK CARNEGIE PA,16918
LOYOLA CAPITAL CORP,16920
MARBLE FINANCIAL CORP,16921
MASSBANK CORP READING MA,16924
MAYFLOWER BANCORP INC,16926
MERCHANTS BANCSHARES INC/VT,16929
MERCHANTS N Y BANCORP INC,16930
MARINE DRILLING CO INC,16932
HOTELECOPY INC,16933
COLLECTIVE BANCORP INC,16934
COLUMBIA FST BK WASH D C,16935
FRONTIER INSURANCE GROUP INC,16936
GBC BANCORP/CA,16938
GATEWAY BANCORP INC,16940
GATEWAY FED CORP,16941
GATEWAY FINANCIAL CORP,16942
GERMANTOWN SVGS BANK,16945
GLENDALE BANCORPORATION,16946
GRANITE ST BANKSHARES INC,16948
GREAT BAY BANKSHARES INC,16949
GREAT CTRY BANK ANSONIA CT,16950
GREENWICH FINANCIAL CORP,16951
GROVE BANK BRIGHTON MA,16952
HAMPTONS BANCSHARES INC,16953
HARLEYSVILLE GROUP INC,16955
HARLEYSVILLE NATL CORP/PA,16956
HARLEYSVILLE SVGS FINL CORP,16957
HAVERFIELD CORP,16958
HAWTHORNE FINANCIAL CORP,16959
HEALTHSOURCE INC,16961
HERITAGE BANKCORP INC,16963
HERITAGE FINANCIAL SERVICES,16965
EMERALD ISLE BANCORP INC,16966
HINGHAM INSTN FOR SAVINGS,16967
HOME FEDERAL FINANCIAL CORP,16970
HOME FED BANCORP/IN,16974
HOME FEDERAL CORP/MD,16975
HOME PORT BANCORP INC,16977
ONBANCORP INC,16979
ORIENTAL FINANCIAL GROUP INC,16981
PACIFIC BANCORPORATION,16982
PALFED INC,16983
US CAPITAL GROUP INC,16984
PARKVALE FINANCIAL CORP,16985
PENN TREATY AMERN CORP,16986
PEOPLES BANCORP OF WORCESTER,16988
PEOPLES BANCORP NC INC,16989
TD BANKNORTH INC,16991
PEOPLES BANCSHARES INC/MA,16992
PEOPLES SAVINGS FINL CORP/CT,16994
PEOPLES WESTCHESTER SV BK NY,16995
PXRE GROUP LTD,16996
PHYSICIANS INS CO/OH  -CL A,16997
MAINSTREET FINANCIAL CORP,16998
PIEDMONT MGMT INC,17000
PINNACLE FINANCIAL SERVICES,17002
PIONEER BANCORP INC N C,17004
FIRSTFED MICH CORP,17007
PIONEER FINANCIAL SVCS INC,17008
PIONEER FINANCIAL CORP,17011
FLAG FINANCIAL CORP,17016
PONCEBANK,17017
PORTSMOUTH BK SHS INC,17018
POUGHKEEPSIE FINANCIAL CP,17019
PREMIER BANKSHARES CORP,17021
PREMIER FINANCIAL SERVICES,17022
PRIME BANCSHARES INC,17023
PRIME BANCORP INC,17025
PROGRESS FINANCIAL CORP,17027
PROGRESSIVE BANK INC,17028
PROVIDENT BANKSHARES CORP,17030
PULSE BANCORP INC,17031
PUTNAM TR CO GREENWICH CT,17032
RS FINANCIAL CORP,17033
RAILROADMENS FED SVGS & LN,17034
MERCURY GENERAL CORP,17035
MERIDIAN INS GROUP INC,17036
METRO BANCSHARES INC,17038
MID MAINE SAVINGS BANK FSB,17042
FIRST INTER-BANCORP INC,17043
MID SOUTH INSURANCE CO,17044
MID ST FED SVGS BK OCALA FLA,17045
MIDCONN BK KENSINGTON CT,17046
MID AMERICA BANCORP/KY,17047
MILWAUKEE INSURANCE GROUP,17048
MAIN STREET BANCORP,17049
PRESERVER GROUP INC,17052
MOUNTAINEER BNKSHRS W VA INC,17054
AJAY SPORTS INC,17055
NBSC CORP,17058
NAC RE CORP,17059
NFS FINANCIAL CORP,17060
NYMAGIC INC,17061
NAPA VALLEY BANCORP,17063
COMMERCE BANC CORP,17064
NATIONAL CITY BANCORP/MN,17065
NATIONAL INFORMATION GROUP,17066
FIRST CALIF FINL GROUP INC,17069
NATIONAL PENN BANCSHARES INC,17070
NATIONAL SEC GROUP INC,17072
NATIONAL WESTERN LIFE  -CL A,17073
NAVIGATORS GROUP INC,17074
NEW HAMPSHIRE THRIFT BNCSHRS,17076
NEW YORK BANCORP INC,17077
NEWBRIDGE NETWORKS CORP,17079
COREL CORP,17080
NEWMIL BANCORP INC,17081
FIRST CITIZENS CORP,17082
NEWORLD BANCORP INC DEL,17085
TIDEMARK BANCORP INC,17086
NOBEL INSURANCE LTD,17088
NORTH AMERICAN NATIONAL CORP,17089
NORTH SIDE SVGS BK BRONX N Y,17091
TODAY'S BANCORP INC,17092
NORWICH FINANCIAL CORP,17093
OLD NATIONAL BANCORP,17095
OLYMPUS CAPITAL CORP,17098
IMMUNOGEN INC,17101
MFS SPECIAL VALUE TRUST,17102
NUVEEN CAL PERFORM PLUS MUN,17103
NUVEEN N Y PERFORM PLUS MUN,17104
PAMRAPO BANCORP INC,17105
PEOPLES BANCORP INC/OH,17106
PROCYTE CORP,17107
RSI HOLDINGS INC,17108
AMERICAN WIRELESS SYS INC,17109
SOLECTRON CORP,17110
SEIBELS BRUCE GROUP INC,17114
SELECTIVE INS GROUP INC,17115
SERV-TECH INC,17117
SHELTON BANCORP,17119
SVB FINANCIAL GROUP,17120
SOMERSET SVGS BK NEW SOMERVI,17122
HANCOCK (JOHN) FIN TRENDS FD,17126
BANCORP CONN INC,17128
SOUTHWEST NATIONAL CORP,17129
SOVEREIGN BANCORP INC,17130
INDEPENDENCE HOLDING CO,17131
WSFS FINANCIAL CORP,17132
STATESMAN GROUP INC,17134
SUFFOLK BANCORP,17136
RALLYS HAMBURGERS INC,17137
RAMAPO FINANCIAL CORP,17138
RARITAN BANCORP INC/DE,17139
MEDFORD BANCORP INC,17140
REPUBLIC BANCORP INC,17142
REPUBLIC SECURITY FINANCIAL,17144
WASHINGTON FED INC,17145
1ST WASHINGTON BANCORP INC,17147
WASHINGTON SVGS BANK F S B,17148
WEBSTER FINANCIAL CORP,17150
WESBANCO INC,17151
SUNWEST BANK,17152
WEST MASS BANKSHARES,17153
WEST NEWTON SVGS BK MASS,17154
WESTERN BK COOS BAY OR,17155
VALLICORP HOLDINGS INC,17156
W HOLDING CO INC,17157
NATURE FOOD CENTERS INC,17158
WESTPORT BANCORP INC,17159
CORUS BANKSHARES INC,17160
RIVERSIDE NATIONAL BANK/CA,17163
YANKEE ENERGY SYSTEMS INC,17164
ROCK FINANCIAL CORP/NJ,17165
YORK FINANCIAL CORP,17166
ROOSEVELT FINANCIAL GROUP,17167
ROYAL BANCSHARES/PA  -CL A,17168
Z-SEVEN FUND INC,17171
SDNB FINANCIAL CORP,17172
ACNB CORP,17173
AG AUTOMOTIVE WHSES  -CL A,17176
SJNB FINANCIAL CORP,17179
SECURITY NATL FINL CP  -CL A,17180
SANDWICH BANCORP INC/MA,17182
SEABOARD BANCORP/VA,17183
SEACOAST BANKING CORP/FL,17184
SECOR BK FED SVGS BK,17191
SECURITY FIRST CORP,17193
SECURITY BANCORP/MT,17194
FIRST FINL BANCORP INC/OH,17195
UNILENS VISION INC,17196
AMERICREDIT CORP,17197
FINET.COM INC,17198
BIOLIFE SOLUTIONS INC,17199
DREYFUS STRATEGIC MUN BD FD,17200
TAL WIRELESS NETWORKS INC,17201
GEHL CO,17202
HELIAN HEALTH GROUP INC,17203
VAN KAMPEN INVT GRADE MUN TR,17204
ABIGAIL ADAMS NATL BANCORP,17208
ABLE TELCOM HOLDING CORP,17209
BIOSECURE CORP,17213
ACORN HOLDING CORP -OLD,17216
NOVO NETWORKS INC,17221
TOMKINS PLC  -ADR,17225
SUMMIT BANCORP INC/WA,17227
SUNCOAST SVGS & LN ASSN FSA,17229
SUNRISE BANCORP/CA,17231
SURGICAL LASER TECH INC,17232
SUSQUEHANNA BANCSHARES INC,17233
KNOWLEDGEWARE INC  -CL A,17235
ALLIANCE BANCORP NEW ENGLAND,17237
INTERACTIVE MEDIA TECH,17238
KINDRED HEALTHCARE INC,17239
TOMPKINS FINANCIAL CORP,17240
