CONAME,GVKEY
TRANS FINANCIAL INC,17241
TRANSWORLD BANCORP/CA,17242
TRENWICK GROUP LTD,17243
TRUSTCO BANK CORP/NY,17245
UNSL FINANCIAL CORP,17246
UNITED BANKSHARES INC/WV,17248
UNITED COAST CORP,17249
UNITED FED BANCORP INC,17250
UNITED FINANCIAL CORP/SC,17251
UNITED FIRE & CAS CO,17252
UNITED HOME LIFE INS CO,17253
UICI,17254
UNITED FINANCIAL CORP/MN,17255
UNITED NATIONAL BANCORP/NJ,17256
FIRST UTD BK GROUP INC,17257
CENTRIS GROUP INC,17262
UNIVERSAL AMERICAN FINL CP,17266
UNIVERSITY BK & TR PALO CA,17268
AMERISERV FINANCIAL INC/PA,17269
VSB BANCORP INC,17270
CENTENNIAL BANCORP,17272
VANGUARD R E FUND I,17273
ROYCE FOCUS TRUST INC,17280
INTERACTIVE BRAND DEV INC,17286
VERMONT FINANCIAL SERVICES,17314
FIRST COASTAL BANKSHARES INC,17316
VIRGINIA FIRST FINANCIAL CP,17317
WAINWRIGHT BANK & TRUST CO,17318
WALSHIRE ASSURN CO,17319
STERLING BANCSHRS/MA,17320
WARREN BANCORP INC,17322
WASHINGTON BANCORP INC,17324
CHESTER HOLDINGS LTD,17332
ARISTA INVESTORS CORP,17337
ARTESIAN RESOURCES  -CL A,17341
ABB AB  -ADR,17346
AMERICAN BANCORP/OH,17348
AMERICAN FSB GREENVILLE SC,17361
TIDEL TECHNOLOGIES INC,17366
AMERICAN NATL BANKSHARES,17367
BAYLAKE CORP,17388
ASPEN MARINE GROUP INC,17401
BENTHOS INC,17405
BEVERLY BANCORPORATION INC,17409
ATHANOR GROUP INC,17418
ATLAS COPCO AB  -ADR,17420
AVOCA INC,17430
BRENTON BANKS INC,17433
BASF AG  -ADR,17436
BRIDGE BANCORP INC,17438
INTELLECTUAL TECHNOLOGY INC,17440
BKLA BANCORP,17443
GROUPE DANONE  -ADR,17452
BROUGHTONS FOODS CO,17457
BRUNSWICK BANCORP,17461
BANK OF COMMERCE SAN DIEGO,17496
AMRION INC,17497
SCIENTIFIC IMAGING INSTRUMEN,17521
ORIGIN ENERGY LTD  -ADR,17525
SYSTEMS EQUIPMENT CORP,17528
CONTINENTAL CBLVISION  -CL A,17530
CNB FINANCIAL CORP/PA,17534
RIO TINTO GROUP (AUS) -ADR,17535
CSK HOLDINGS CORP -ADR,17542
CSR LTD  -ADR,17544
CONSYGEN INC,17549
CAERE CORP,17560
BANK MARYLAND CORP,17583
CANDLEWOOD BANK & TRUST/CT,17601
BURMAH CASTROL PLC  -ADR,17611
BURNHAM HOLDINGS INC,17616
BUSINESS BANCORP/CA,17635
BANK SAN PEDRO CALIF,17637
SOUTH FINANCIAL GROUP INC,17640
BANK SOUTH CAROLINA CORP,17641
BANK SOUTHINGTON,17643
CB BANCSHARES INC,17654
CNB BANCORP INC/NY,17678
CAROLINA STHRN BK SPARTN SC,17680
CARROLLTON BANCORP/MD,17694
CODORUS VALLEY BANCORP,17715
CELLULAR TEL ENTERPRISES INC,17723
CENTER BANCORP INC,17724
CENTRAL PAC MINERALS NL -ADR,17744
CENTURY BANCSHARES INC,17753
CRIIMI MAE INC,17761
CAPITOL BANCORP LTD,17762
REN CORP-USA,17763
U S BIOSCIENCE INC,17764
KASH N KARRY FOOD STORES INC,17765
OFFICE PROD OF AMER  -CL A,17766
WEST COAST BANCORP/OR,17780
COMBANC INC,17789
COMMERCIAL NATL FINL CP/PA,17795
COMMUNITY BANCSHARES INC/TN,17805
CUPERTINO NATL BANCORP,17814
DEGA TECHNOLOGY INC,17820
DAIMLERCHRYSLER AG,17828
DANDEES ENTERPRISES,17835
DANIELSON FED SVGS & LN ASSN,17836
BRIGHTCUBE INC,17838
COMMUNITY FINANCIAL CORP/VA,17861
COMMUNITY INDEPENDENT BANK,17863
IKONICS CORP,17890
CONSERVATIVE SAVINGS CORP,17895
ALLIANCE FINANCIAL CORP/NY,17908
COMMONWEALTH BANKSHARES INC,17919
TRADEQUEST INTERNATIONAL INC,17932
DOVER REGIONAL FINL SHARES,17942
GOLD FIELDS LTD  -ADR,17947
ATLAS VAN LINES INC,17949
MOBILE SERVICES INTL CORP,17950
TOTALAXCESS.COM INC,17961
CHARIOT ENTERTAINMENT INC,17963
EASTERN STAINLESS/VA  -CL B,17967
ESB BANCORP INC,17971
AMERITRANS CAPITAL CORP,17982
ELMIRA SVGS BANK FSB/NY,17987
ENVIRONMENTAL SERVICES AMER,18007
EPHRATA NATIONAL BANK PA,18008
ERIE FAMILY LIFE INS CO,18012
GROWTH FINANCIAL CORP,18023
REMITTANCE TECHNOLOGIES CORP,18024
CITIZENS & NORTHERN CORP,18037
REPUBLIC FIRST BANCORP INC,18040
F & M BANCORP/MD,18044
F N B CORP/FL,18049
FNB FINANCIAL SERVICES CORP,18051
FCNB CORP,18058
FAIRHAVEN INTL LTD  -ADR,18061
BT SHIPPING LTD  -ADR,18062
CRI LIQUIDATING REIT INC,18069
DOMINION BRIDGE CORP,18074
EDMARK CORP,18087
LASERSCOPE,18100
FARMERS CAPITAL BANK CORP,18110
CITIZENS SEC GROUP INC,18151
CITIZENS FINANCIAL CORP/KY,18152
LOGAN CLAY PRODUCTS CO,18160
FINL BENEFIT GROUP  -CL A,18205
FINANCIAL INDUSTRIES CORP,18221
FIRST COLONIAL GROUP INC,18234
FIRST COMM BANCSHARES  -CL A,18238
FIRST COMMONWLTH FINL CP/PA,18241
TENNESSEE BANCORP INC,18251
FIRST FINANCIAL CORP/IN,18276
1ST BANCORP IND,18284
FIRST KEYSTONE CORP,18301
FIRST KNOX BANC CORP,18303
FIRST LONG ISLAND CORP,18307
FIRST BK PHILADELPHIA/PA,18327
FIRST BUSEY CORP,18329
FIRST CHARTER BANK NA,18331
FIRST CITIZENS BANCORP INC,18332
LRG RESTAURANT GROUP INC,18338
FIRST UNITED CORP,18358
FIRST UTD SB GREENCASTLE IND,18360
FIRST CHESTER CNTY CORP,18361
FISHER COMMUNICATIONS INC,18364
FISONS PLC  -ADR,18366
FLEMINGTON NATL BK&TR CO/NJ,18368
TENON LTD  -ADR,18369
FLETCHER CHALLNG PAPER  -ADR,18375
FLETCHER CHALLENGE  -CONS,18378
FRANKLIN FINANCIAL SVCS CORP,18385
FIRST REGIONAL BANCORP,18439
FRANKLIN BANCORPORATION INC,18457
FREE ST CONS GLD MINES  -ADR,18461
FUJI HEAVY INDS LTD  -ADR,18466
FUJITSU LTD  -ADR,18467
PLASTIGONE TECHNOLOGIES INC,18480
PREFERRED HOMECARE OF AMER,18481
SA TELECOMMUNICATIONS INC,18482
Y & A GROUP INC,18483
WEB.COM INC,18484
CAROLINA FINANCIAL CORP,18515
GARDEN STATE BANCSHARES INC,18532
HORIZON BANCORP/IN,18533
GARMENT GRAPHICS INC,18538
TRANSIT GROUP INC,18545
CLEARONE COMMUNICATIONS INC,18549
GEOTEK COMMUNICATIONS,18553
OUTDOOR CHANNEL HLDGS INC,18560
OBSIDIAN ENTERPRISES INC,18563
GOLD FIELDS SO AFRICA  -ADR,18570
AXION POWER INTL INC,18576
ILIO INC,18579
INDEPENDENCE BANCORP INC/NJ,18586
INDEPENDENCE SQUARE INCOME,18588
GRAND MET PLC  -ADR,18597
GRANT STREET NATL BK - LIQ,18599
GREENSTONE RESOURCES LTD,18614
GUARANTY BANCSHARES CORP,18628
DIAGEO PLC  -ADR,18636
HQ OFFICE INTL INC  -CL A,18640
HANOVER BANCORP INC,18651
HARDINGE INC,18654
NETLOJIX COMMUNICATIONS INC,18680
ARKLA EXPLORATION CO,18691
ATRATECH INC,18692
SUBURBAN BANCSHRS/MD,18693
CELLULAR INFORM SYS  -CL A,18694
DATAIMAGE INC,18696
INDUSTRIAL FUNDING CP  -CL A,18697
PARAMETRIC TECHNOLOGY CORP,18699
BRAZOS SPORTSWEAR INC,18701
TURKISH INVESTMENT FUND INC,18702
ICE HOLDINGS INC,18703
VILLAGE FINANCIAL SVCS LTD,18704
WESTERN GAS RESOURCES INC,18705
KING CITY FED SVGS BK MT VER,18726
KIRIN BREWERY LTD  -ADR,18729
LAKELAND FINANCIAL CORP,18732
LANDMARK BANCORP LA HABRA,18735
LASERGATE SYSTEM INC,18739
LAUREL CAPITAL GROUP INC,18746
LASMO PLC  -ADR,18756
COBANCORP INC,18757
IMAGING MANAGEMENT ASSOC INC,18758
L S B BANCSHARES INC/SC,18760
LAKE ARIEL BANCORP INC,18769
AMER INSD MTG SER 85  -LP,18788
AMERICAN COMPLEX CARE INC,18791
INTERCONTINENTAL LIFE CORP,18797
INTL AUTOMATED SYSTEMS INC,18799
LOGICALOPTIONS INTL INC,18801
VALUE HOLDINGS INC,18802
SEAMLESS WI-FI INC,18805
INTL GAMING MGMT INC,18807
INTL MOVIE GROUP,18810
LONDON INTL GROUP  -ADR,18811
FUELNATION INC,18813
LYDENBURG PLATINUM LTD  -ADR,18823
MCM CORP,18826
JACKS INC,18833
MADISON BANCSHARES GROUP LTD,18835
MEGAMATION INC,18876
MERCHANTS BANCORP INC/DE,18891
MERCOM INC,18906
EUROPEAN AMERICAN RESOURCES,18909
MICHIGAN FINANCIAL CORP,18914
IRWIN FINANCIAL CORP,18928
SYMBION HEALTH LTD -ADR,18934
M&F BANCORP INC,18946
ENVIROFIL INC,18950
JAPAN AIRLINES CORP  -ADR,18957
JEFFERSON BANCORP INC,18960
CABLE APPLICATIONS INC,19016
DRUG GUILD DISTRIBUTORS,19017
KLOOF GOLD MINING LTD  -ADR,19018
FALLS FINANCIAL INC,19019
MID AM INC,19020
INTEGRA BANK CORP,19024
NQL ENERGY SERVICES INC,19028
NATURADE INC,19034
MITSUBISHI ELEC CORP  -ADR,19043
BANCTRUST FINANCIAL GRP INC,19049
MONMOUTH CAPITAL CORP,19054
MBT FINANCIAL CORP,19057
ALLEGIANCE BANCORP INC,19061
NEUROGEN CORP,19069
MASCOTT CORP,19072
MASS MICROSYSTEMS INC,19073
INNOVA CORP,19075
NHS FINANCIAL INC,19076
NMBT CORP,19078
N B T BANCORP INC,19094
TANKNOLOGY-NDE INTL INC,19096
NORTHSTAR COMPUTER FORMS INC,19103
NISSAN MOTOR CO LTD  -ADR,19113
NASB FINANCIAL INC,19124
HALLADOR PETROLEUM CO,19129
OHIO VALLEY BANC CORP,19137
OLD SECOND BANCORP INC/IL,19150
TELECOM ITALIA SPA  -ADR,19151
PENNICHUCK CORP,19152
BRENDAN TECHNOLOGIES INC,19155
OMEGA FINANCIAL CORP,19156
PENNROCK FINANCIAL SVCS,19158
PENNS WOODS BANCORP INC,19159
ORANGE SAVINGS BANK/MA,19174
ORBITRON CAPITAL CORP,19176
NORTH EAST INSURANCE CO,19196
NORTHERN EMPIRE BANCSHARE,19207
NORTHERN TECH INTL,19209
PHOENIX LASER SYSTEMS INC,19258
GOLDEN GENESIS CO,19260
COMMUNITY TRUST BANCORP INC,19262
PACIFIC INLAND BANCORP,19302
CELLULAR GROUP INC,19303
PREFORMED LINE PRODUCTS CO,19305
PALM SPRINGS SVGS BK FSB,19308
PANACO INC,19311
PANTHEON INDUSTRIES INC,19314
PARK NATIONAL CORP,19318
PELSART RESOURCES  -ADR,19332
PENN CENT BANCORP INC,19337
SHISEIDO CO LTD  -ADR,19344
SHORELINE FINANCIAL CORP,19346
SIEMENS AG  -ADR,19349
SIMMONS FIRST NATL CP  -CL A,19355
SMITHTOWN BANCORP INC,19361
ELF AQUITAINE  -ADR,19364
STHERN EDUCATORS LIFE INS CO,19385
SOUTHERN PAC PETE N L  -ADR,19387
SOUTHERN SECURITY LIFE INS,19390
DENNYS CORP,19398
COMMUNITY FINL GROUP INC,19399
CENTRAL JERSEY FINL CORP,19401
G-III APPAREL GROUP LTD,19402
SUBURBAN BNKSHRS/FL,19404
SUMMIT BANCSHARES INC/TX,19415
SUN BANCORP INC,19420
QUARTZ GROUP INC,19426
GIANT INDUSTRIES INC,19427
GREAT SOUTHERN BANCORP,19428
HOME NUTRITIONAL SVCS INC,19429
MFRI INC,19431
PANHANDLE OIL & GAS INC,19433
HANCOCK J PATRIOT PREM II,19434
POLYGRAM NV  -ADR,19435
ROCKY MTN BEVERAGE CO,19437
TELESCAN INC,19438
KAISER GROUP HOLDINGS INC,19439
INTERNATIONAL SUPERCONDUCTOR,19441
REGENT BANCSHARES CORP,19462
RELIABLE LIFE INS CO  -CL A,19463
ROBEC INC,19477
UNIVERSAL GTY INVT CO,19483
SOUTHSIDE BANCSHARES CORP,19486
SPINDLE OIL & GAS,19494
STATE BANCORP/NY,19508
STERLING FINANCIAL CORP,19537
STERLING FINANCIAL CORP/WA,19538
TELECOM ITALIA SPA  -OLD,19540
PRINTRON INC,19548
PROFESSIONAL BANCORP INC/PA,19552
HEALTHAXIS INC,19557
RHNB CORP,19564
RIO TINTO GROUP (GBR) -ADR,19565
WILLIS CORROON PLC  -ADR,19566
S & T BANCORP INC,19570
SC BANCORP/CA,19571
SSE TELECOM INC,19575
RYAN MURPHY INC,19593
RACAL ELECTRS PLC  -ADR,19595
RAILROAD FINANCIAL CORP,19599
RAMTRON HOLDINGS LTD  -ADR,19604
RAND CAPITAL CORP,19605
RANK GROUP PLC  -ADR,19613
MORGAN HYDROCARBONS,19618
MPHASE TECHNOLOGIES INC,19622
TELEFONOS DE MEXICO SA  -ADR,19625
KINBURN TECHNOLOGY CORP,19637
CENTRAL TRANSPORT RENTAL-ADR,19644
TOWER BANCORP INC,19658
TOYOTA MOTOR CORP  -ADR,19661
FEC RESOURCES INC,19692
UNB CORP/OH,19694
UNION BANKSHARES CORP,19713
SANTA MONICA BK CALIF,19727
ORBITAL CORP LTD -ADR,19731
SECOND BANCORP INC,19742
SECURITY SVGS BK FSB JKSN MI,19765
UTD FED SVGS BK ROCKY MT NC,19794
UNITED MEDICORP INC,19798
UNITED SCREW & BOLT CORP,19804
U S HOME SYSTEMS INC,19807
UNIVEST CORP OF PENNSYLVANIA,19817
NCT GROUP INC,19818
ANGLOGOLD ASHANTI LTD  -ADR,19824
VALLEY BANCORP INC PA,19826
VALLEY FED SVGS BK SHEFFIELD,19831
VENTURA CNTY NATL BANCORP,19842
VICTORIA FINANCIAL CORP,19847
MIPS COMPUTER SYSTEMS INC,19854
RESTAURANT HOTLINE SYS INC,19857
W-W CAPITAL CORP,19861
WASHINGTON TR BANCORP INC,19873
WAYNE BANCORP INC/OH,19878
WEST COAST BANCORP/OR  -OLD,19885
WESTBANK CORP,19891
WILBER CORP,19907
WILLIAMS CONTROLS INC,19911
INNOVATIVE TECH SYSTEMS INC,19914
WINTER SPORTS INC,19917
YADKIN VALLEY FINANCIAL CORP,19932
VITAFORT INTERNATIONAL CP,19941
STELAX INDUSTRIES LTD,19946
COASTAL CARIBBEAN OILS&MINL,19948
EGLOBE INC,19950
LIFSCHULTZ INDS INC,19953
MEGO FINANCIAL CORP,19954
SLS INDUSTRIES INC,19957
ALPINE MEADOWS TAHOE INC,19960
AMER FINANCL ENTERPRISES INC,19961
COLUMBUS ENERGY CORP,19962
POPE RESOURCES/DE  -LP,19965
AUDREY RESOURCES INC,19995
AURIZON MINES LTD,19997
BERLITZ INTERNATIONAL INC,20005
NUVEEN MUN ADVANTAGE FD INC,20013
CVB FINANCIAL CORP,20019
AZTAR CORP,20021
CAL REP BANCORP,20023
CALIFORNIA FINANCIAL HOLDING,20025
CALIF STATE BK COVINA,20027
CCBT FINANCIAL COMPANIES INC,20028
CAPITAL SOUTHWEST CORP,20029
WALDEN BANCORP INC,20030
EXIDE ELECTRONICS GROUP INC,20031
KMC ENTERPRISES INC,20034
MARYLAND FED BANCORP INC,20035
ADVANCED ENVIR RECYCL  -CL A,20036
BARRINGER LABORATORIES INC,20039
GRANDETEL TECHNOLOGIES INC,20045
FORTUNE FINANCIAL INC,20046
CHELL GROUP CORP,20047
PROTECH INC,20051
CAMBRIDGE PARK LTD INC,20054
RAMSAY-HMO INC,20055
PRIME TELECOMMUNICATIONS,20061
ALTA ENERGY CORP,20063
EVERGREEN RESOURCES,20064
ELECTROCHEMICAL IND (1952),20065
INTERCONTINENTAL HOTELS -ADR,20067
NIAGARA CORP-OLD,20068
ALLERCARE INC,20069
CM COMMUNICATIONS INC,20072
MAF BANCORP INC,20075
METROPOLITAN BANCORP,20076
FIBERCORP INTERNATIONAL INC,20078
CENTURY SOUTH BKS INC,20097
EMPLOYEE BENEFIT PLANS INC,20099
CAPITAL CITY BK GROUP INC,20109
ESKIMO PIE CORP,20118
FIRST FED ENTERPRISES INC,20121
GREY WOLF INC,20134
CONTINENTAL GOLD CORP-NEW,20138
ENTERPRISE SOFTWARE INC,20151
LGS GROUP INC,20154
LAWNAMERICA INC,20155
MARTECH USA INC,20157
MID ATLANTIC MEDICAL SVCS,20158
ENOVA SYSTEMS INC,20172
TSS LTD,20178
ARETE INDUSTRIES INC,20180
SCOTTS MIRACLE-GRO CO,20185
UNITED COUNTIES BANCORP,20188
STAT-TECH INTL CORP,20189
NEW GERMANY FUND INC,20190
CIVIC BANCORP,20191
ROBERTS PHARMACEUTICAL CORP,20192
COLLEGE BOUND INC,20193
HAUSER INC,20194
LUXOTTICA GROUP SPA   -ADR,20196
APPONLINE.COM INC,20197
TIKAL RESOURCES CORP,20198
SEAHAWK DEEP OCEAN TECH INC,20199
TAURUS MUNI CALIF HLDGS,20200
TAURUS MUNINEWYORK HLDGS,20201
TRANSCEND SERVICES INC,20202
TWIN STAR PRODUCTIONS INC,20203
ICONIX BRAND GROUP INC,20204
CHECK EXPRESS INC,20205
SMITH BARNEY DISCIPLINED FD,20206
ACM MANAGED MULTI-MKT TR INC,20207
AMERICAN BANCORP/NV,20208
ARC WIRELESS SOLUTIONS INC,20209
CELLMETRIX INC,20210
ENERPLUS RESOURCES FUND,20214
STARINVEST GROUP INC,20216
QUEST RESOURCE CORP,20217
HILLHAVEN CORP/NV,20218
GERANT INDUSTRIES INC,20220
PACIFIC BK N A SAN FRANCISCO,20221
CALIFORNIA COASTAL CMNTYS,20237
BEMA GOLD CORP,20243
BIOMIRA INC,20245
GLENCAIRN GOLD CORP,20247
BRACKNELL CORP,20252
BUNKER HILL MINING CO INC,20257
CHC HELICOPTER CORP  -CL A,20259
HADSON ENERGY RESOURCES CP,20293
MAXXIM MEDICAL INC,20294
I-FLOW CORP,20296
LNB BANCORP INC,20297
CHAI NA TA CORP,20302
CINRAM INTL INCOME FUND,20309
COTT CORP QUE,20338
COUNSEL CORP,20339
DELRINA CORP-OLD,20351
GENERAL MOTORS CORP-PRE FASB,20355
FORD MOTOR CO-PRE FASB,20356
GENERAL ELECTRIC CO-PRE FASB,20357
CHRYSLER CORP-PRE FASB,20358
XEROX CORP-PRE FASB,20359
TEXTRON INC-PRE FASB,20360
WEYERHAEUSER CO-PRE FASB,20361
WESTINGHOUSE ELEC-PRE FASB,20362
AMERICAN BRANDS INC-PRE FASB,20363
ETHYL CORP-PRE FASB,20364
ALTRIA GROUP INC-PRE FASB,20365
DANA CORP-PRE FASB,20366
DIAL CP/AZ-PRE FASB,20367
NVR INC-PRE FASB,20368
TEMPLE-INLAND INC-PRE FASB,20369
MEDIQ INC-PRE FASB,20370
TRINITY INDUSTRIES-PRE FASB,20371
DONNELLEY R R &SONS-PRE FASB,20372
QUAKER STATE CORP-PRE FASB,20373
CENTEX CORP-PRE FASB,20374
TRIARC COS INC-PRE FASB,20375
FEDERAL SIGNAL CORP-PRE FASB,20376
LSB INDUSTRIES INC-PRE FASB,20377
HARCRT BRACE JOVAN-PRE FASB,20378
AMERICAN ECO CORP,20417
FOSTERS GROUP LTD  -ADR,20421
HARRAHS ENTERTAINMENT INC,20423
FNX MINING CO INC,20465
GOLDEN STAR RESOURCES LTD,20488
BIOCHEM PHARMA INC,20492
CEDARA SOFTWARE CORP,20494
INTERNATIONAL PETROLEUM CORP,20516
RAPID LINK INC,20519
INTL VERIFACT INC,20520
CABOT OIL & GAS CORP,20548
MEDICAL DEPOT INC,20551
SEARCH EXPLORATION INC,20553
NETCURRENTS INFO SVCS INC,20556
TDX CORP,20557
MDC PARTNERS INC,20570
FIGGIE INTL-PRE FASB,20578
PACCAR INC-PRE FASB,20579
PC DOCS GROUP INTL INC,20588
NOVAGOLD RESOURCES LTD,20600
PETROFUND ENERGY TRUST,20635
DENBURY RESOURCES INC,20653
GORAN CAPITAL INC,20666
PAN AMERICAN SILVER CORP,20670
PENGROWTH ENERGY TRUST,20683
PENN WEST ENERGY TRUST,20684
PRECISION DRILLING TRUST,20695
MASONITE INTERNATIONAL CORP,20696
QUEENSTAKE RES LTD YUKON,20704
RICHMONT MINES INC,20721
S R TELECOM INC,20734
TESCO CORP,20747
SOFTKEY SOFTWARE PRODUCTS,20759
EPIC HEALTHCARE GROUP INC,20768
KELSEY HAYES CO,20769
SCUDDER NEW EUROPE FUND INC,20770
CISCO SYSTEMS INC,20779
GROWTH FUND OF SPAIN INC,20780
BERNARD HALDANE ASSOC INC,20782
READERS DIGEST ASSN,20783
RECEPTECH CORP,20784
SELIGMAN SELECT MUN FD INC,20785
AMERICOLD CORP,20786
IITC HOLDINGS LTD,20787
NUOASIS RESORTS INC,20789
IROQUOIS BRANDS LTD,20790
CAPITAL TRUST INC/MD,20791
DIGITAL OPTRONICS CORP,20792
EXPORT TYRE HOLDING CO,20793
TEE-COMM ELECTRONICS INC,20797
TELEMEDIA INC  -CL A,20799
TELEPANEL SYSTEMS INC,20800
VITRAN CORP INC,20847
GLOBAL VENTURE CORP,20885
LIBERTY NATL BK HUNTINGTN CA,20887
PEOPLES FIRST CORP,20888
VIRTUALFUND.COM INC,20889
COLLECTORS GUILD INTL,20892
JPS INDUSTRIES INC,20893
CLUB CAR INC,20894
SPECIALTY RETAILERS,20895
ARMSTRONG PHARMACEUTICALS,20899
AEROVOX INC,20900
BOSTON RESTAURANT ASSOC INC,20901
COMPARATOR SYSTEMS CP,20902
PULSEPOINT COMMUNICATIONS CP,20903
HOLOGIC INC,20904
INDONESIA FUND INC,20905
MODATECH SYSTEMS INC,20906
NORTH AMERICAN VACCINE INC,20907
SECTOR ASSOCIATES LTD,20908
TEPPCO PARTNERS  -LP,20909
ARCUS INC,20911
CENTRAL EUROPE & RUSSIA FUND,20912
ALCO STANDARD CORP-PRE FASB,20952
DEERE & CO-PRE FASB,20953
NAVISTAR INTL-PRE FASB,20954
REYNOLDS & REYNOLDS-PRE FASB,20955
TEXAS MICRO INC,20969
PBL ACQUISITION CORP,20975
LASER RECORDING SYSTEMS INC,20976
CII FINANCIAL INC,20977
HOLNAM INC,20981
INTEGRATED SYSTEMS INC,20982
INDEVUS PHARMACEUTICALS INC,20983
UNIVERSAL EXPRESS INC,20984
GOLF ENTERTAINMENT INC,20988
INFORMEDICS INC,20991
FLEET AEROSPACE INC,20992
VARCO INTERNATIONAL INC,20993
RELIANCE INSURANCE CO,21009
BANKERS CORP,21060
DELPHI FINANCIAL GRP  -CL A,21061
DEVLIEG-BULLARD INC,21062
U S TRANSPORTATION SYS,21063
JAPAN SMALL CAP FUND INC,21065
MEDICAL NUTRITION USA INC,21066
MOVIE SUPERSTORE INC,21068
VERIFONE INC,21078
VIKING OFFICE PRODUCTS INC,21081
MOMENTUM CORP,21092
FORSTMANN TEXTILES INC,21105
COLONIAL DATA TECHNOLOGIES,21106
PINNACLE BANC GROUP INC,21107
REGAL COMMUNICATIONS CORP,21110
ADM TRONICS UNLIMITED INC/DE,21116
ACCELR8 TECHNOLOGY CORP,21118
AGRIPOST INC,21123
AMERN ADJ RT TRM TR INC 1995,21129
AMERICAN CONFECTIONERY CORP,21130
ISOLAGEN INC,21132
AMERICAN BIO MEDICA CORP,21136
AMERICAN TECHNOLOGIES GROUP,21139
APPLIED INNOVATION INC,21144
BAY AREA BANCSHARES,21147
AIM EASTERN EUROPE FUND,21148
INTRAWEST CORP,21149
TRANSBOTICS CORP,21151
SIXX HOLDINGS INC,21153
SPTC HOLDING INC,21154
ALLIANCE NEW EUROPE FD INC,21157
GENEVA STEEL HLDGS CORP,21158
SUMMIT FINANCIAL CORP,21159
VPGI CORP,21163
AMERICAN PACIFIC BANK  -CL B,21166
ELECTRONIC TECHNOLOGY GROUP,21167
DRESDNER RCM EUROPE FD INC,21168
NEW IRELAND FUND INC,21169
MAGIC RESTAURANTS INC,21170
MEDICIS PHARMACEUT CP  -CL A,21186
YTB INTERNATIONAL INC,21201
SYNTELLECT INC,21204
HEMDALE COMMUNICATIONS,21207
DAWCIN INTERNATIONAL CORP,21213
OEC COMPRESSION CORP,21217
INTL AIRLINE SUPPORT GROUP,21218
NTN BUZZTIME INC,21232
NORD PACIFIC LTD,21233
PHARMACY MANAGEMENT SVCS,21234
PINKERTONS INC,21235
TETRA TECHNOLOGIES INC/DE,21237
VICOR CORP,21238
MEDGROUP INC,21240
DISCOVERY TECHNOLGIES INC/CA,21241
MATRIA HEALTHCARE INC,21244
SANIFILL INC,21250
ADVANCED LOGIC RESEARCH INC,21251
AMERICAN EDUCATIONAL PRODUCT,21252
AGP & CO INC,21256
BYL BANCORP,21272
ORGANIK TECHNOLOGIES INC,21281
KRAUSES FURNITURE INC,21291
RICA FOODS INC,21300
BAYMARK TECHNOLOGIES INC,21308
CELUTEL INC,21309
PRISM SOFTWARE CORP,21311
CHARTWELL INTL INC,21314
CLANCY SYSTEMS INTL INC,21320
AMERN ARCHITECTURAL PDS CORP,21332
RAM VENTURE HOLDINGS CORP,21345
ONYX CORP,21350
JAKARTA GROWTH FUND INC,21353
NOCOPI TECHNOLOGIES INC,21361
RASTRA BUILDING SYSTEMS INC,21373
SAVANNAH BANCORP INC,21374
AMERICAN MEDICAL HOLDINGS,21375
PRIME FEDERAL BANK FSB/WI,21377
GILBERT ROBINSON HLDG  -CL A,21379
NEW CENTURY COMMUNCTN  -CL A,21380
CARLISLE PLASTICS INC  -CL A,21381
ABBEY NATIONAL PLC  -ADR,21382
SKANEATELES BANCORP INC,21420
UNIVERSITY BANCORP INC,21423
ADVANCED VIRAL RESEARCH CORP,21424
MORGAN STNLY MNI INC OPP III,21425
BLACKROCK ADVANTAGE TERM TR,21426
CRAFTMADE INTERNATIONAL INC,21427
GRANITE CONSTRUCTION INC,21429
MEXICAN PATIO CAFES INC,21430
RIDGEFIELD ACQUISITION CORP,21432
SULLIVAN DENTAL PRODUCTS INC,21434
AB HOLDING GROUP INC,21435
CATERPILLAR FINANCIAL SVCS,21436
DARLING DELAWARE CO,21437
HYSTER-YALE MATERIALS HNDLG,21438
K D HOLDINGS CORP,21439
LANDSTAR SYSTEM INC,21440
PLAYTEX APPAREL INC,21441
HORSEHEAD INDUSTRIES INC,21442
ADIENCE INC,21444
DISCOVER CREDIT CORP,21449
DR. PEPPER BTLG HLDGS  -CL A,21450
FORD HOLDINGS INC,21454
GENERAL CHEMICAL CORP,21459
KOPPERS HOLDINGS CORP -OLD,21465
FAIRWOOD CORP,21469
CONESTOGA TELEPHONE & TELEGR,21484
AST GENERAL CORP,21485
BATTERY ONE-STOP INC,21486
BE AEROSPACE INC,21487
JMAR TECHNOLOGIES INC,21488
BLACKROCK EUROPE FUND INC,21490
FINGERHUT COMPANIES INC,21491
HOME FED BANCORP MO INC,21492
INTERNATIONAL FOCUS RES INC,21493
ORBITAL SCIENCES CORP,21496
PAULSON CAPITAL CORP,21499
STOR FURNISHINGS INTL,21500
TELEBIT CORP,21501
UNITRIN INC,21503
CONE MILLS CORP,21504
AMER BIOGENETIC SCI  -CL A,21505
ARMANINO FOODS DISTINCTION,21506
ACTV INC,21507
ASPECT COMMUNICATIONS CORP,21508
ASHWORTH INC,21519
CITIZENS FINANCIAL SVCS INC,21521
DAWN TECHNOLOGIES INC,21534
DELTA RENTAL SYSTEMS INC,21537
AAON INC,21542
DIEHL GRAPHSOFT INC,21543
